id,recipeName,totalTimeInSeconds,course,cuisine,ingredients,link
1048,Kale Soup with Portuguese Meat,36900,Soups,Portuguese,"Beef stock,Chicken Stock,Beans,Onion,Garlic,Salt,Pepper,Thyme,Meat,Kale,Celery,Carrot,Salt",https://www.google.com/search?q=Kale+Soup+with+Portuguese+Meat+site:yummly.com
1049,Portuguese Style Steak,25200,Main Dishes,Portuguese,"Beef,Onion,White Wine,Pepper,Garlic,Paprika,Salt",https://www.google.com/search?q=Portuguese+Style+Steak+site:yummly.com
1050,Portuguese Sweet Bread for the Bread Machine,10980,Breads,Portuguese,"Milk,Egg,Butter,Sugar,Salt,Flour,Yeast",https://www.google.com/search?q=Portuguese+Sweet+Bread+for+the+Bread+Machine+site:yummly.com
1051,Portuguese White Bread,14700,Breads,Portuguese,"Water,Butter,Sugar,Salt,Flour,Yeast",https://www.google.com/search?q=Portuguese+White+Bread+site:yummly.com
1052,Traditional Portuguese Piri Piri Sauce for Chicken,300,Condiments and Sauces,Portuguese,"Lemon,Cooking Oil,Vinegar,Pepper,Garlic,Paprika,Salt,Chili",https://www.google.com/search?q=Traditional+Portuguese+Piri+Piri+Sauce+for+Chicken+site:yummly.com
1053,Portuguese Sweet Bread,13200,Breads,Portuguese,"Water,Milk,Sugar,Salt,Yeast,Butter,Egg,Flour",https://www.google.com/search?q=Portuguese+Sweet+Bread+site:yummly.com
1054,Crockpot Portuguese Chicken,30000,Main Dishes,Portuguese,"Meat,Onion,Garlic,Chicken,Tomato,Oregano,Pepper,Tomato,Artichoke,Olive",https://www.google.com/search?q=Crockpot+Portuguese+Chicken+site:yummly.com
1055,Mixed Pepper Salad,13500,Salads,Portuguese,"Sweet Pepper,Sweet Pepper,Sweet Pepper,Cooking Oil,Garlic,Pepper",https://www.google.com/search?q=Mixed+Pepper+Salad+site:yummly.com
1056,Portuguese Barbecued Chicken,118200,Main Dishes,Portuguese,"Chicken,White Wine,Lemon,Lemon,Tomato,Cooking Oil,Paprika,Chili,Salt,Garlic",https://www.google.com/search?q=Portuguese+Barbecued+Chicken+site:yummly.com
1057,Piri Piri Sauce,1800,Condiments and Sauces,Portuguese,"Chili,Cooking Oil,Salt,Apple Cider Vinegar",https://www.google.com/search?q=Piri+Piri+Sauce+site:yummly.com
1058,Portuguese Chicken,3600,Main Dishes,Portuguese,"Chicken,Tomato,Onion,Pepper,Sweet Pepper,Sweet Pepper,Olive,Garlic,Parsley,Salt,Pepper,Lemon,Water",https://www.google.com/search?q=Portuguese+Chicken+site:yummly.com
1059,Piri Piri Sauce,1800,Condiments and Sauces,Portuguese,"Garlic,Pepper,Chili,Cooking Oil,Vinegar,Salt,Chili",https://www.google.com/search?q=Piri+Piri+Sauce+site:yummly.com
1060,Potatoes With Bacon and Onion,1200,Side Dishes,Portuguese,"Potato,Onion,Cooking Oil,Bacon,Parsley,Salt,Pepper",https://www.google.com/search?q=Potatoes+With+Bacon+and+Onion+site:yummly.com
1061,Sopa Doirada,1500,Desserts,Portuguese,"Sugar,Water,Egg,Bread,Butter",https://www.google.com/search?q=Sopa+Doirada+site:yummly.com
1062,Pao De Lo De Ovar,1800,Desserts,Portuguese,"Egg,Egg,Sugar,Flour",https://www.google.com/search?q=Pao+De+Lo+De+Ovar+site:yummly.com
1063,Portuguese Garbanzo Bean Salad With Roasted Garlic,2700,Salads,Portuguese,"Garlic,Beans,Basil,Vinegar,Tomato,Cumin,Salt,Pepper",https://www.google.com/search?q=Portuguese+Garbanzo+Bean+Salad+With+Roasted+Garlic+site:yummly.com
1064,Portuguese Pork Loin,4200,Main Dishes,Portuguese,"Pork,Pepper,Salt,Paprika,Butter,Onion,Mushroom,White Wine,Rosemary,Lemon,Parsley",https://www.google.com/search?q=Portuguese+Pork+Loin+site:yummly.com
1065,Portuguese Favas,2700,Side Dishes,Portuguese,"Cooking Oil,Onion,Garlic,Chili,Tomato,Water,Parsley,Salt,Pepper,Paprika,Beans",https://www.google.com/search?q=Portuguese+Favas+site:yummly.com
1066,Portuguese Chicken Baked With Potatoes and Garlic,4500,Main Dishes,Portuguese,"Chicken,Potato,Onion,Rosemary,Cooking Oil,Garlic,Pepper,Salt",https://www.google.com/search?q=Portuguese+Chicken+Baked+With+Potatoes+and+Garlic+site:yummly.com
1067,Potato Soup With Kale and Chorizo,4500,Soups,Portuguese,"Cooking Oil,Onion,Meat,Paprika,Potato,Chicken Broth,Kale,Bread",https://www.google.com/search?q=Potato+Soup+With+Kale+and+Chorizo+site:yummly.com
1068,Portuguese Pork Chops,3900,Main Dishes,Portuguese,"Pork,Flour,Cooking Oil,Tomato,Onion,Mushroom,Garlic,Sherry,Salt,Pepper,Sweet Pepper",https://www.google.com/search?q=Portuguese+Pork+Chops+site:yummly.com
1069,Portuguese Kale Soup,3900,Soups,Portuguese,"Meat,Ham,Onion,Celery,Chicken Stock,Water,Kale,Garlic,Potato,Chili,Salt,Beans",https://www.google.com/search?q=Portuguese+Kale+Soup+site:yummly.com
1070,Cod Portuguese,2100,Main Dishes,Portuguese,"Cooking Oil,Onion,Garlic,Sweet Pepper,Tomato,Paprika,Orange,Fish,Salt,Pepper,Parsley",https://www.google.com/search?q=Cod+Portuguese+site:yummly.com
1071,Portuguese Grilled Tomato Spread,3600,Appetizers,Barbecue,"Tomato,Cooking Oil,Garlic,Salt,Pepper,Coriander,Wine,Apple Cider Vinegar",https://www.google.com/search?q=Portuguese+Grilled+Tomato+Spread+site:yummly.com
1072,Portuguese Meat Soup,1800,Soups,Portuguese,"Meat,Meat,Onion,Potato,Chicken,Spinach,Beer,Pepper",https://www.google.com/search?q=Portuguese+Meat+Soup+site:yummly.com
1073,Portuguese Apple Cake,3600,Desserts,Portuguese,"Flour,Sugar,Cooking Oil,Milk,Egg,Baking powder,Vanilla,Apple,Cinnamon",https://www.google.com/search?q=Portuguese+Apple+Cake+site:yummly.com
1074,Portuguese Soup,6600,Soups,Portuguese,"Meat,Kale,Onion,Chicken Stock,Beef stock,Potato,Pepper,Salt",https://www.google.com/search?q=Portuguese+Soup+site:yummly.com
1075,Portuguese Roasted Potatoes,8100,Side Dishes,Portuguese,"Water,Vinegar,Paprika,Sugar,Salt,Pepper,Onion,Tomato,Parsley,Potato,Meat,Ham",https://www.google.com/search?q=Portuguese+Roasted+Potatoes+site:yummly.com
1076,Portuguese Shrimp and Meat Soup,21600,Soups,Portuguese,"Tomato,Potato,Meat,Chili,Celery,White Wine,Onion,Paprika,Garlic,Salt,Thyme,Shrimp",https://www.google.com/search?q=Portuguese+Shrimp+and+Meat+Soup+site:yummly.com
1077,Portuguese Style Pork Cutlets,1800,Main Dishes,Portuguese,"Pork,White Wine,Cooking Oil,Garlic,Paprika,Salt,Water,Vinegar,Cooking Oil",https://www.google.com/search?q=Portuguese+Style+Pork+Cutlets+site:yummly.com
1078,Beefs Portuguese Style,1800,Main Dishes,Portuguese,"Red Wine,Water,Garlic,Chili,Pepper,Salt,Beef,Cooking Oil",https://www.google.com/search?q=Beefs+Portuguese+Style+site:yummly.com
1079,Portuguese Steak,4200,Main Dishes,Portuguese,"Beef,Garlic,Salt,Pepper,Parsley,Bay,Red Wine,Butter,Cooking Oil,Cream,Egg,Sweet Pepper",https://www.google.com/search?q=Portuguese+Steak+site:yummly.com
1080,Portuguese Chicken Soup,3600,Soups,Portuguese,"Chicken,Onion,Parsley,Lemon,Mint,Chicken Stock,Noodles,Salt,Pepper,Lemon",https://www.google.com/search?q=Portuguese+Chicken+Soup+site:yummly.com
1081,Portuguese Cornbread,11700,Breads,Portuguese,"Flour,Pepper,Salt,Water,Yeast,Sugar,Water,Cooking Oil,Flour",https://www.google.com/search?q=Portuguese+Cornbread+site:yummly.com
1082,Portuguese Sweet Bread,8100,Breads,Portuguese,"Yeast,Water,Sugar,Potato,Ginger,Milk,Salt,Egg,Butter,Flour",https://www.google.com/search?q=Portuguese+Sweet+Bread+site:yummly.com
1083,Portuguese Caramel Cake,4200,Desserts,Portuguese,"Sugar,Cream,Milk,Butter,Egg,Vanilla,Flour,Baking powder",https://www.google.com/search?q=Portuguese+Caramel+Cake+site:yummly.com
1084,Arroz Na Gallinha,4200,Main Dishes,Portuguese,"Tomato,Onion,Chicken Stock,Chicken,Rice,Garlic,Basil,Paprika,Sweet Pepper,Beans,Lemon,Chili,Fish",https://www.google.com/search?q=Arroz+Na+Gallinha+site:yummly.com
1085,Portuguese Potato Soup,3300,Soups,Portuguese,"Cooking Oil,Onion,Potato,Carrot,Celery,Beans,Salt,Water,Cabbage",https://www.google.com/search?q=Portuguese+Potato+Soup+site:yummly.com
1086,Portuguese Pork Ragout With Sweet Peppers,3900,Main Dishes,Portuguese,"Pork,Cooking Oil,Onion,Garlic,Sweet Pepper,Paprika,Cumin,Cumin,Salt,Chicken Stock,White Wine,Lemon,Lemon,Pepper,Coriander,Almond",https://www.google.com/search?q=Portuguese+Pork+Ragout+With+Sweet+Peppers+site:yummly.com
1087,Baked Cod Portuguese,1800,Main Dishes,Portuguese,"Cooking Oil,Onion,Garlic,Sweet Pepper,Tomato,Paprika,Beef,Parsley,Garlic,Pepper,Salt",https://www.google.com/search?q=Baked+Cod+Portuguese+site:yummly.com
1088,Sopa Da Pedra Rock Soup,2700,Soups,Portuguese,"Cooking Oil,Meat,Potato,Celery,Carrot,Onion,Garlic,Bay,Salt,Chickpea,Paprika,Tomato,Chili,Chicken Stock,Water,Bread,Coriander,Parsley",https://www.google.com/search?q=Sopa+Da+Pedra+Rock+Soup+site:yummly.com
1089,Portuguese Baked Cod Fish With Potatoes,4200,Main Dishes,Portuguese,"Codfish,Pepper,Salt,Garlic,Potato,Paprika,Garlic,Cumin,Pepper,Chili,Ketchup,Onion,White Wine,Cooking Oil",https://www.google.com/search?q=Portuguese+Baked+Cod+Fish+With+Potatoes+site:yummly.com
1090,Cape Cod Portuguese Kale Soup,12600,Soups,Portuguese,"Beans,Beans,Beef stock,Water,Kale,Onion,Meat,Meat,Vinegar,Pepper,Salt,Potato",https://www.google.com/search?q=Cape+Cod+Portuguese+Kale+Soup+site:yummly.com
1091,Portuguese Chicken With Tomato Wine Sauce,3600,Main Dishes,Portuguese,"Butter,Chicken,Onion,Flour,Garlic,White Wine,Chicken Stock,Tomato,Pepper,Salt,Parsley",https://www.google.com/search?q=Portuguese+Chicken+With+Tomato+Wine+Sauce+site:yummly.com
1092,Slow Cooked Portuguese Lamb,15000,Main Dishes,Portuguese,"Lamb,Red Wine,Tomato,Tomato,Onion,Onion,Garlic,Rosemary,Thyme,Pepper,Salt,Chickpea,Beans",https://www.google.com/search?q=Slow+Cooked+Portuguese+Lamb+site:yummly.com
1093,Portuguese Sweet Bread,3000,Breads,Portuguese,"Yeast,Water,Milk,Butter,Salt,Egg,Sugar,Flour",https://www.google.com/search?q=Portuguese+Sweet+Bread+site:yummly.com
1094,Portuguese Bean and Garlic Omelet,1920,Breakfast and Brunch,Portuguese,"Onion,Cooking Oil,Garlic,Ham,Beans,Salt,Pepper,Coriander,Egg",https://www.google.com/search?q=Portuguese+Bean+and+Garlic+Omelet+site:yummly.com
1095,Portuguese Chicken in Piri Piri Sauce,5400,Main Dishes,Portuguese,"Chicken,Garlic,Salt,Lemon,Bay,Paprika,Butter,Chili,Cooking Oil",https://www.google.com/search?q=Portuguese+Chicken+in+Piri+Piri+Sauce+site:yummly.com
1096,Portuguese Bean Soup,9000,Soups,Portuguese,"Ham,Meat,Potato,Onion,Celery,Carrot,Sweet Pepper,Parsley,Beans,Tomato,Salt,Pepper,Chili,Bay",https://www.google.com/search?q=Portuguese+Bean+Soup+site:yummly.com
1097,Cilantro Potato Soup,2700,Soups,Portuguese,"Cooking Oil,Onion,Garlic,Chicken Stock,Potato,Pepper,Salt,Chili,Coriander,Lime",https://www.google.com/search?q=Cilantro+Potato+Soup+site:yummly.com
1098,Portuguese Madeira Beef Shanks,26400,Main Dishes,Portuguese,"Garlic,Onion,Sweet Pepper,Chili,Celery,Parsley,Beef,Rosemary,Salt,Beef stock,Red Wine,Rice,Horseradish",https://www.google.com/search?q=Portuguese+Madeira+Beef+Shanks+site:yummly.com
1099,Chili and Lemon Shrimp Skewers,1140,Main Dishes,Portuguese,"Onion,Lemon,Cooking Oil,Chili,Lemon,Garlic,Chili,Shrimp,Pepper,Salt",https://www.google.com/search?q=Chili+and+Lemon+Shrimp+Skewers+site:yummly.com
1100,Portuguese Egg Pudding,4200,Desserts,Portuguese,"Butter,Egg,Egg,Sugar,Water,Cinnamon,Lemon",https://www.google.com/search?q=Portuguese+Egg+Pudding+site:yummly.com
1101,Portuguese Piri Piri Chicken Livers,1200,Main Dishes,Portuguese,"Meat,Cooking Oil,Paprika,Clove ,Cumin,Pepper,Bay,Salt,Pepper,Onion,Garlic,White Wine",https://www.google.com/search?q=Portuguese+Piri+Piri+Chicken+Livers+site:yummly.com
1102,Portuguese Style Chicken,3900,Main Dishes,Portuguese,"Chicken,Flour,Salt,Pepper,Cooking Oil,Onion,Mushroom,White Wine,Garlic,Starch,Rosemary",https://www.google.com/search?q=Portuguese+Style+Chicken+site:yummly.com
1103,Portuguese Cod Casserole,5700,Main Dishes,Portuguese,"Onion,Cooking Oil,Garlic,Potato,Tomato,Cooking Oil,Fish,Chicken Stock,Pepper,Salt",https://www.google.com/search?q=Portuguese+Cod+Casserole+site:yummly.com
1104,Portuguese Pork Tenderloin,4500,Main Dishes,Portuguese,"Pork,Flour,Salt,Pepper,Paprika,Butter,Onion,Mushroom,White Wine,Rosemary,Lemon,Parsley",https://www.google.com/search?q=Portuguese+Pork+Tenderloin+site:yummly.com
1105,Southern Buttermilk Biscuits,1500,Breads,Southern & Soul Food,"Flour,Baking Soda,Baking powder,Salt,Butter,Yogurt,Sugar",https://www.google.com/search?q=Southern+Buttermilk+Biscuits+site:yummly.com
1106,Southern Butter Beans,2400,Side Dishes,Southern & Soul Food,"Bacon,Onion,Sugar,Chicken Stock,Beans,Salt,Pepper,Pepper",https://www.google.com/search?q=Southern+Butter+Beans+site:yummly.com
1107,Classic Kentucky Mint Julep,3000,Beverages,Southern & Soul Food,"Whisky,Mint,Syrup,Water,Water,Sugar,Water",https://www.google.com/search?q=Classic+Kentucky+Mint+Julep+site:yummly.com
1108,Southern Mashed Potatoes,2100,Side Dishes,American,"Potato,Milk,Salt,Pepper,Mayonnaise,Butter",https://www.google.com/search?q=Southern+Mashed+Potatoes+site:yummly.com
1109,Southern Fried Corn,1800,Side Dishes,Southern & Soul Food,"Bacon,Corn,Salt,Pepper,Sugar,Milk,Butter",https://www.google.com/search?q=Southern+Fried+Corn+site:yummly.com
1110,Southern Cornbread,2100,Breads,Southern & Soul Food,"Flour,Flour,Baking Soda,Salt,Sugar,Yogurt,Egg,Butter,Bacon",https://www.google.com/search?q=Southern+Cornbread+site:yummly.com
1111,Southern Fried Fish,1500,Main Dishes,Southern & Soul Food,"Fish,Salt,Pepper,Yogurt,Chili,Fish,Flour,Flour,Onion,Pepper,Paprika",https://www.google.com/search?q=Southern+Fried+Fish+site:yummly.com
1112,Spicy Southern Fried Chicken,3000,Main Dishes,Southern & Soul Food,"Egg,Water,Chili,Baking powder,Flour,Pepper,Salt,Garlic,Chicken,Cooking Oil",https://www.google.com/search?q=Spicy+Southern+Fried+Chicken+site:yummly.com
1113,Southern Skillet Corn,3600,Side Dishes,American,"Corn,Flour,Sugar,Salt,Pepper,Water,Butter",https://www.google.com/search?q=Southern+Skillet+Corn+site:yummly.com
1114,Fried Green Tomatoes,1200,Side Dishes,Southern & Soul Food,"Flour,Flour,Salt,Pepper,Yogurt,Tomato,Cooking Oil,Mayonnaise,Ketchup,Chili",https://www.google.com/search?q=Fried+Green+Tomatoes+site:yummly.com
1115,Southern Candied Sweet Potatoes,5100,Side Dishes,Southern & Soul Food,"Sugar,Cinnamon,Nutmeg,Salt,Butter,Sweet Potato,Vanilla",https://www.google.com/search?q=Southern+Candied+Sweet+Potatoes+site:yummly.com
1116,Southern Buttermilk Biscuits,2700,Breads,Southern & Soul Food,"Butter,Flour,Yogurt",https://www.google.com/search?q=Southern+Buttermilk+Biscuits+site:yummly.com
1117,Southern Peach Cobbler,4500,Desserts,Southern & Soul Food,"Butter,Sugar,Flour,Baking powder,Salt,Milk,peaches",https://www.google.com/search?q=Southern+Peach+Cobbler+site:yummly.com
1118,Carolina Pork Twirl,1800,Main Dishes,Barbecue,"Bacon,Cooking Oil,Mustard,Salt,Pepper",https://www.google.com/search?q=Carolina+Pork+Twirl+site:yummly.com
1119,Southern Style Pulled Pork BBQ,1800,Main Dishes,Southern & Soul Food,"Pork,Salt,Pepper,Apple Cider Vinegar,Sugar,Chili,Pepper",https://www.google.com/search?q=Southern+Style+Pulled+Pork+BBQ+site:yummly.com
1120,The Perfect Kentucky Derby Mint Julep,1200,Beverages,Southern & Soul Food,"Whisky,Syrup,Ice,Mint",https://www.google.com/search?q=The+Perfect+Kentucky+Derby+Mint+Julep+site:yummly.com
1121,Best Southern Style Fried Chicken,600,Main Dishes,Southern & Soul Food,"Chicken,Egg,Salt,Flour,Pepper,Milk,Yogurt",https://www.google.com/search?q=Best+Southern+Style+Fried+Chicken+site:yummly.com
1122,Southern Pecan Pralines,2700,Desserts,Southern & Soul Food,"Sugar,Sugar,Butter,Milk,Pecans,Salt,Vanilla,Whisky",https://www.google.com/search?q=Southern+Pecan+Pralines+site:yummly.com
1123,Southern Fried Salmon Patties,1200,Main Dishes,Southern & Soul Food,"Salmon,Egg,Onion,Flour,Flour,Salt,Pepper",https://www.google.com/search?q=Southern+Fried+Salmon+Patties+site:yummly.com
1124,Southern Style Green Beans,4500,Side Dishes,Southern & Soul Food,"Bacon,Beans,Chicken Stock,Salt,Pepper",https://www.google.com/search?q=Southern+Style+Green+Beans+site:yummly.com
1125,Southern Fried Chicken,3000,Main Dishes,Southern & Soul Food,"Egg,Yogurt,Salt,Flour,Starch,Garlic,Paprika,Pepper,Pepper,Chicken,Cooking Oil",https://www.google.com/search?q=Southern+Fried+Chicken+site:yummly.com
1126,Lowcountry Breakfast Shrimp,1500,Breakfast and Brunch,Southern & Soul Food,"Butter,Onion,Scallion,Garlic,Salt,Shrimp,Water",https://www.google.com/search?q=Lowcountry+Breakfast+Shrimp+site:yummly.com
1127,Bourbon Pralines,3600,Desserts,Southern & Soul Food,"Sugar,Baking Soda,Yogurt,Salt,Pecans,Butter,Whisky",https://www.google.com/search?q=Bourbon+Pralines+site:yummly.com
1128,Classic Cajun Jambalaya,3600,Main Dishes,Cajun & Creole,"Shrimp,Chicken,Meat,Garlic,Pepper,Paprika,Thyme,Oregano,Cooking Oil,Onion,Sweet Pepper,Sweet Pepper,Garlic,Bay,Chili,Rice,Chicken Stock,Lemon",https://www.google.com/search?q=Classic+Cajun+Jambalaya+site:yummly.com
1129,Southern Fried Chicken With Smoky Maple Caramel,2400,Main Dishes,Southern & Soul Food,"Chicken,Yogurt,Cooking Oil,Flour,Paprika,Chili,Lime,Syrup,Whisky,Paprika,Vinegar",https://www.google.com/search?q=Southern+Fried+Chicken+With+Smoky+Maple+Caramel+site:yummly.com
1130,Butternut Squash Enchilada Casserole,4800,Main Dishes,Mexican,"Butternut squash,Onion,Chili,Chili,Cooking Oil,Cumin,Pepper,Salt,Beans,Coriander,Spinach,Tomato,Tortilla,Cheese",https://www.google.com/search?q=Butternut+Squash+Enchilada+Casserole+site:yummly.com
1131,Loaded Nachos,2700,Appetizers,Mexican,"Cooking Oil,Onion,Beef,Chili,Paprika,Cumin,Pepper,Salt,Pepper,Beans,Water,Tortilla,Cheddar Cheese,Cheese,Tomato,Chili,Coriander,Lime,Avocado,Cream",https://www.google.com/search?q=Loaded+Nachos+site:yummly.com
1132,Chicken Enchiladas,4500,Main Dishes,Mexican,"Cooking Oil,Onion,Chili,Salt,Garlic,Chili,Cumin,Sugar,Tomato,Water,Beef,Chicken,Cheddar Cheese,Cheese,Coriander,Tortilla",https://www.google.com/search?q=Chicken+Enchiladas+site:yummly.com
1133,Southwestern Rice Salad,2400,Salads,Southwestern,"Rice,Beans,Corn,Sweet Pepper,Onion,Vinegar,Coriander,Chili,Chili",https://www.google.com/search?q=Southwestern+Rice+Salad+site:yummly.com
1134,Southwestern Egg Rolls with Salsa Dipping Sauce,3900,Appetizers,Southwestern,"Cooking Oil,Cheese,Corn,Beans,Spinach,Chili,Scallion,Cumin,Chili,Pepper,Salt,Egg,Egg,Tomato,Tomato,Garlic,Chili,Coriander,Lime",https://www.google.com/search?q=Southwestern+Egg+Rolls+with+Salsa+Dipping+Sauce+site:yummly.com
1135,Crockpot Verde Chicken Chili,8400,Main Dishes,Southwestern,"Beans,Tomato,Corn,Chicken Stock,Chicken,Cumin,Coriander,Avocado,Tortilla,Lime",https://www.google.com/search?q=Crockpot+Verde+Chicken+Chili+site:yummly.com
1136,Southwestern Breakfast Pizza,3000,Breakfast and Brunch,Southwestern,"Sourdough,Tomato,Egg,Corn,Beans,Cheese,Chili",https://www.google.com/search?q=Southwestern+Breakfast+Pizza+site:yummly.com
1137,Chile con Queso,2100,Appetizers,Mexican,"Butter,Onion,Tomato,Chili,Chili,Garlic,Flour,Cumin,Milk,Coriander,Cheese,Cheese,Cheddar Cheese,Cream,Salt",https://www.google.com/search?q=Chile+con+Queso+site:yummly.com
1138,Crockpot Verde Chicken Chili,2700,Main Dishes,Southwestern,"Beans,Tomato,Corn,Chicken Stock,Chicken,Cumin,Coriander,Avocado,Lime,Tortilla",https://www.google.com/search?q=Crockpot+Verde+Chicken+Chili+site:yummly.com
1139,Beef Enchiladas,3300,Main Dishes,Mexican,"Onion,Chili,Garlic,Chili,Cumin,Sugar,Tomato,Water,Tomato,Beef,Cheddar Cheese,Cheese,Tortilla,Cooking Oil,Salt,Pepper",https://www.google.com/search?q=Beef+Enchiladas+site:yummly.com
1140,Southwestern Chicken and Rice Skillet,2400,Main Dishes,Southwestern,"Mayonnaise,Chicken Stock,Rice,Chili,Chicken,Pepper,Cheese,Corn,Tomato,Beans",https://www.google.com/search?q=Southwestern+Chicken+and+Rice+Skillet+site:yummly.com
1141,Southwestern Turkey Soup,1800,Soups,Southwestern,"Onion,Carrot,Garlic,Chili,Cooking Oil,Chili,Cumin,Coriander,Oregano,Chicken Stock,Turkey,Beans,Tomato,Corn,Cream,Avocado,Cheese,Tortilla,Lime,Coriander",https://www.google.com/search?q=Southwestern+Turkey+Soup+site:yummly.com
1142,Crockpot Enchilada Pie,600,Main Dishes,Southwestern,"Beef,Onion,Sweet Pepper,Garlic,Tortilla,Tomato,Beans,Tomato,Corn,Chili,Cumin,Paprika,Salt,Pepper,Cheddar Cheese,Coriander,Avocado,Olive,Tomato",https://www.google.com/search?q=Crockpot+Enchilada+Pie+site:yummly.com
1143,Southwestern Breakfast Skillet Scramble,1800,Breakfast and Brunch,Southwestern,"Cooking Oil,Potato,Corn,Onion,Sweet Pepper,Pepper,Egg,Milk,Salt,Cheese,Bacon,Tomato,Chili,Coriander",https://www.google.com/search?q=Southwestern+Breakfast+Skillet+Scramble+site:yummly.com
1144,Mexican Enchilada Casserole with Black Beans,1500,Main Dishes,Mexican,"Onion,Pepper,Garlic,Tomato,Cumin,Beans,Tortilla,Cheese,Tomato,Cream,Olive",https://www.google.com/search?q=Mexican+Enchilada+Casserole+with+Black+Beans+site:yummly.com
1145,Spicy Southwestern Grilled Chicken Salad with Creamy Jalapeno Dressing,900,Salads,Southwestern,"Lettuce,Cheddar Cheese,Chili,Avocado,Beans,Corn,Tomato,Bacon,Chicken,Salt,Pepper,Cumin,Chili,Chili,Cream Cheese ,Yogurt,Yogurt,Chili,Garlic,Onion,Coriander,Pepper",https://www.google.com/search?q=Spicy+Southwestern+Grilled+Chicken+Salad+with+Creamy+Jalapeno+Dressing+site:yummly.com
1146,Super Simple Burritos,1800,Main Dishes,Mexican,"Beef,Salt,Cheese,Tomato,Tortilla,Beans,Onion,Chili,Olive,Corn",https://www.google.com/search?q=Super+Simple+Burritos+site:yummly.com
1147,Southwestern Egg Rolls,3600,Appetizers,Southwestern,"Corn,Beans,Cheese,Spinach,Scallion,Chili,Cumin,Chili,Salt,Pepper,Pepper,Egg",https://www.google.com/search?q=Southwestern+Egg+Rolls+site:yummly.com
1148,Chicken Quesadillas,2700,Main Dishes,Mexican,"Tomato,Chicken,Cooking Oil,Onion,Garlic,Sweet Pepper,Chili,Tomato,Tortilla,Cheddar Cheese,Chicken,Tomato,Cream",https://www.google.com/search?q=Chicken+Quesadillas+site:yummly.com
1149,Skinny Slow Cooker Southwestern Chicken and Veggies,2100,Main Dishes,Southwestern,"Corn,Sweet Pepper,Onion,Coriander,Lime,Chicken,Cumin,Chili",https://www.google.com/search?q=Skinny+Slow+Cooker+Southwestern+Chicken+and+Veggies+site:yummly.com
1150,Easy Chicken Enchiladas,3900,Main Dishes,Mexican,"Cooking Oil,Onion,Garlic,Chili,Chili,Cumin,Oregano,Sugar,Tomato,Chicken Stock,Tomato,Chicken,Cheddar Cheese,Cheese,Coriander,Olive,Onion,Tortilla",https://www.google.com/search?q=Easy+Chicken+Enchiladas+site:yummly.com
1151,5 Ingredient Mexican Brown Rice,900,Side Dishes,Mexican,"Corn,Beans,Rice,Chili,Tomato,Avocado,Coriander",https://www.google.com/search?q=5+Ingredient+Mexican+Brown+Rice+site:yummly.com
1152,Southwestern Dip,11100,Appetizers,Southwestern,"Chicken,Tomato,Beans,Corn,Spinach,Cheese,Chili",https://www.google.com/search?q=Southwestern+Dip+site:yummly.com
1153,Spicy Southwestern Salad with Avocado Dressing,2400,Salads,Southwestern,"Sweet Potato,Cooking Oil,Cumin,Salt,Pepper,Beans,Corn,Lettuce,Avocado,Yogurt,Water,Coriander,Garlic,Lime",https://www.google.com/search?q=Spicy+Southwestern+Salad+with+Avocado+Dressing+site:yummly.com
1154,Baked Chicken Fajitas,2700,Main Dishes,Mexican,"Chicken,Tomato,Onion,Pepper,Chili,Garlic,Cooking Oil,Lime,Chili,Cumin,Chili,Salt,Tortilla,Lettuce,Avocado,Tomato,Cream,Cheese",https://www.google.com/search?q=Baked+Chicken+Fajitas+site:yummly.com
1155,Southwestern Breakfast Muffins,3600,Breakfast and Brunch,Southwestern,"Butter,Onion,Chili,Sweet Pepper,Garlic,Meat,Chili,Egg,Coriander,Cumin,Coriander,Cheese,Cheese,Potato,Cream,Coriander",https://www.google.com/search?q=Southwestern+Breakfast+Muffins+site:yummly.com
1156,Skinny Enchilada Casserole,1500,Main Dishes,Mexican,"Rice,Chicken,Tomato,Chili,Corn,Beans,Coriander,Cumin,Chili,Salt,Pepper,Salt,Cheese,Tomato,Avocado",https://www.google.com/search?q=Skinny+Enchilada+Casserole+site:yummly.com
1157,Chicken Fajitas,2400,Main Dishes,Mexican,"Oregano,Cumin,Garlic,Onion,Salt,Chili,Pepper,Chicken,Sweet Pepper,Sweet Pepper,Sweet Pepper,Onion,Lime,Tortilla",https://www.google.com/search?q=Chicken+Fajitas+site:yummly.com
1158,Easy Southwestern Rice and Beef Casserole,2700,Main Dishes,Southwestern,"Rice,Beef,Cream,Cheese,Cheddar Cheese,Chili,Salt,Pepper",https://www.google.com/search?q=Easy+Southwestern+Rice+and+Beef+Casserole+site:yummly.com
1159,Southwestern Chopped Salad,1200,Salads,Southwestern,"Lettuce,Sweet Pepper,Chili,Tomato,Corn,Beans,Chicken,Lime,Tomato,Avocado,Cheese,Cheddar Cheese,Tortilla",https://www.google.com/search?q=Southwestern+Chopped+Salad+site:yummly.com
1160,Fresh Mexican Salsa,900,Appetizers,Mexican,"Tomato,Onion,Garlic,Chili,Coriander,Lime,Cumin,Salt",https://www.google.com/search?q=Fresh+Mexican+Salsa+site:yummly.com
